symbol,date,price
國小,101,8
國小,102,10
國小,103,8
國小,104,7
國小,105,5
國小,106,4
國中,101,855
國中,102,641
國中,103,582
國中,104,600
國中,105,361
國中,106,260
高中,101,1503
高中,102,1257
高中,103,1031
高中,104,1029
高中,105,581
高中,106,498
大學,101,66
大學,102,113
大學,103,79
大學,104,113
大學,105,59
大學,106,260
